Sakaka,Hail,Madinah,Riyad,Jeddah,Albaha,Abha,Jazan,Najran,Dammam,Tabuk
6.2462,6.8263,5.9009,6.8198,6.1814,6.5402,6.774,6.5052,7.3289,6.0334,6.8263
6.3122,6.8645,6.1567,6.9228,6.6552,6.3684,6.9398,6.4111,7.2302,5.9179,6.8645
6.3163,6.9175,6.2827,6.8342,6.342,6.1853,6.6312,6.5479,7.3224,5.7931,6.9175
6.4248,6.7015,6.2501,6.4908,6.2429,6.4447,6.9778,6.4188,7.3925,5.6887,6.7015
6.0578,5.4802,6.2868,6.3629,6.4584,6.5784,6.7387,6.1951,7.1846,5.6803,5.4802
5.8555,4.7201,5.6479,6.5671,6.1061,6.9814,7.14,6.54,7.2161,5.6786,4.7201
5.3669,5.759,5.9117,6.5846,6.4721,7.0231,7.2269,6.8755,7.4556,5.6148,5.759
5.7672,4.2533,6.5126,6.7051,6.3994,7.0826,7.2278,6.828,7.4306,5.7312,4.2533
5.7014,6.0125,6.5868,6.5093,6.5026,6.959,7.1064,6.6811,7.1546,5.401,6.0125
5.2858,5.8961,6.3888,6.3384,6.3175,6.851,6.9185,6.7469,7.2377,5.6239,5.8961
5.411,5.4413,6.1442,6.4678,6.2467,6.5609,6.8856,6.4334,7.2262,5.5843,5.4413
4.505,5.6676,6.4366,6.7543,6.2755,6.8873,7.1611,6.4596,7.4294,5.1444,5.6676
4.951,5.8162,6.6535,6.0293,6.7649,7.3025,7.3039,6.9206,7.4107,4.2456,5.8162
5.7487,5.7737,6.3192,5.3813,6.5508,6.9595,7.062,6.7862,7.0951,4.6663,5.7737
5.897,5.7562,5.4127,5.5872,6.1097,6.217,6.6372,6.4846,6.9053,4.7647,5.7562
5.659,5.7278,5.3162,5.719,5.5272,6.0655,6.5431,6.3084,6.8028,5.1458,5.7278
5.171,5.6597,5.2654,6.1006,5.8776,5.9789,5.0582,6.0391,6.2234,5.269,5.6597
5.1814,5.1132,5.6465,6.0014,5.7974,4.919,5.9698,6.1519,6.7171,5.2042,5.1132
5.455,4.932,5.6626,6.1478,5.8668,5.8615,6.3533,6.385,6.8338,5.5358,4.932
5.4322,5.6369,5.9299,6.0125,5.8277,5.665,6.0034,6.2736,6.6905,5.287,5.6369
5.1684,5.7554,4.9565,5.9518,5.7312,5.3174,6.3898,6.2796,6.6348,5.3635,5.7554
5.6292,5.9748,5.7214,5.7425,5.7125,6.271,6.7534,6.2911,6.827,5.4122,5.9748
5.435,6.0494,5.328,5.8519,5.73,6.1975,6.4594,6.3274,6.6569,5.3798,6.0494
5.5471,6.0142,6.0833,5.9573,5.9623,5.9827,6.5004,6.2074,6.6811,5.262,6.0142
5.3558,5.862,6.4147,5.4835,6.2803,5.7108,6.3605,5.9736,6.6118,5.0707,5.862
5.5654,5.874,6.4358,5.8459,6.4046,6.5323,6.2453,6.0151,6.5726,4.9087,5.874
5.4617,5.6035,6.1884,5.6726,6.3274,6.2731,6.4195,6.0722,6.6802,4.9061,5.6035
5.2826,5.8241,5.6938,5.7974,5.7053,6.1579,6.3893,6.2311,6.6403,4.9222,5.8241
5.3201,5.7802,5.387,5.8358,5.7122,6.1536,6.2897,6.2251,6.6394,5.07,5.7802
5.2404,5.3839,5.2786,5.9839,5.6798,5.6314,5.9213,6.1644,6.5186,4.9656,5.3839
5.226,5.4458,5.7298,6.0288,5.7029,6.2078,6.481,6.301,6.7776,5.0664,5.4458
5.184,5.4473,6.0158,5.9962,6.1279,6.4306,6.6144,6.3276,6.8095,4.9385,5.4473
5.1194,5.5243,5.7521,6.0451,6.067,6.4291,6.5246,6.455,6.8155,5.1542,5.5243
5.1293,5.6777,6.0535,5.7847,6.1884,6.4373,6.6905,6.4027,6.6454,4.9874,5.6777
5.1319,5.4331,5.8188,5.8843,6.0065,6.3542,6.3338,6.0936,6.1862,4.9306,5.4331
5.047,5.4554,5.9304,5.9686,6.0571,6.2534,6.3067,6.0864,6.4752,4.9975,5.4554
4.8458,5.4936,5.8894,5.916,6.0799,6.2686,6.3348,6.1061,6.6485,4.955,5.4936
4.9946,5.3954,5.7646,5.6426,5.9839,6.4642,6.6067,6.241,6.6679,5.0023,5.3954
4.8578,5.43,5.689,5.6558,5.8462,6.0475,6.373,6.144,6.4507,5.1163,5.43
4.9121,5.3518,5.7065,5.825,5.8445,6.2551,6.4181,6.0953,6.685,4.8607,5.3518
4.9951,5.3938,5.6998,5.7012,5.9767,6.3163,6.4867,6.1442,6.5837,4.805,5.3938
4.8545,5.2855,5.6333,5.6484,5.8927,6.2942,6.4231,6.091,6.5765,4.7035,5.2855
4.913,5.1665,5.7554,5.664,5.7833,6.1975,6.3938,6.0972,6.5611,4.7621,5.1665
4.8322,5.0794,5.5145,5.7094,5.6366,6.1255,6.3377,6.0696,6.4584,4.7398,5.0794
4.2142,4.7122,5.411,5.6122,5.5433,5.9333,6.0934,6.049,6.5006,4.59,4.7122
4.2026,5.2332,5.2718,5.5651,5.4658,5.7019,6.042,5.9921,6.4834,4.6238,5.2332
4.5264,5.1442,5.1142,5.5025,5.2855,5.0959,5.8577,5.9518,6.5486,4.625,5.1442
5.1024,4.9378,5.1031,5.1698,5.285,5.6429,5.9494,5.9114,6.3185,4.4203,4.9378
5.0117,4.583,5.1115,5.1418,5.3506,5.9741,6.1404,5.9323,6.3595,4.1563,4.583
4.728,4.7484,5.3263,5.4703,5.646,5.8958,6.2273,5.9326,6.1925,4.3812,4.7484
4.6452,4.5746,5.0899,5.8049,5.3959,5.8241,5.9623,5.9261,6.1805,4.4554,4.5746
4.6306,4.7422,5.2702,5.4866,5.5272,5.8754,6.0434,5.8786,6.2813,2.7094,4.7422
4.5598,4.8254,5.2661,5.0712,5.5642,5.9712,6.0533,5.8258,6.3473,2.478,4.8254
4.4174,4.3826,5.1086,5.0597,5.4895,5.9887,6.1603,5.7588,6.3077,3.8496,4.3826
4.1393,4.5842,5.1509,4.819,5.4547,5.8313,5.9911,5.791,6.2323,3.9202,4.5842
4.2816,4.5444,5.0597,4.8554,5.4715,5.8176,5.9453,5.7478,6.0905,4.291,4.5444
4.3937,4.6205,5.1518,5.238,5.2442,5.4696,5.3678,5.7142,5.7739,4.2487,4.6205
4.3586,4.2041,4.3889,5.215,4.6099,5.1518,5.4482,5.6695,5.7737,4.1789,4.2041
4.4542,4.5118,4.6776,5.2003,4.5012,4.9409,5.3227,5.6539,5.8397,4.2674,4.5118
4.1122,3.9662,4.8454,5.2327,5.07,5.4518,5.6249,5.6417,5.9369,4.0937,3.9662
4.1323,3.4308,4.3042,5.081,5.0738,5.5366,5.7007,5.6705,6.1464,4.0735,3.4308
4.1309,4.369,4.3409,4.7614,4.8643,5.4413,5.755,5.6184,5.9374,4.0896,4.369
3.6408,4.3378,4.4062,4.7405,4.7623,5.3134,5.6702,5.4454,5.819,4.1594,4.3378
3.9626,4.4707,3.6958,4.7837,4.705,5.1782,5.6388,5.513,5.8039,3.7918,4.4707
4.2362,4.3406,4.6478,4.9426,4.7206,4.9342,5.2627,5.5673,5.7828,4.0277,4.3406
4.2041,4.2343,4.65,5.0462,4.7314,4.867,5.1634,5.4485,5.7022,4.1314,4.2343
4.1921,4.483,4.4522,5.0748,4.8533,4.2631,4.7438,5.2414,5.2918,3.9254,4.483
4.2814,4.5437,4.7599,5.1156,4.8864,5.1569,5.0542,5.1893,5.3347,3.9216,4.5437
4.1018,3.6593,4.7153,5.1876,4.8394,5.2877,5.5183,5.309,5.7322,3.9437,3.6593
4.1297,4.1962,4.6915,5.0405,4.4237,5.0141,5.3357,5.3026,5.6429,4.2552,4.1962
4.2041,4.2382,4.0366,5.0078,4.5713,5.0093,5.4583,5.267,5.6299,4.157,4.2382
4.2108,4.1304,4.4911,5.034,4.6524,5.2294,5.3894,5.3702,5.6489,4.0867,4.1304
4.1609,4.3822,4.7849,4.9764,4.9315,5.2757,5.4271,5.4062,5.671,3.9456,4.3822
3.8969,4.4645,4.1854,4.9462,4.831,5.3155,5.6078,5.4274,5.843,4.0409,4.4645
4.0548,4.5701,4.8329,4.7426,4.8754,5.3978,5.67,5.417,5.8884,3.9994,4.5701
4.1755,4.5394,4.6718,4.8574,4.8653,5.3525,5.6386,5.3923,5.9484,3.7445,4.5394
4.2583,4.4846,4.6874,4.9318,4.8626,5.3904,5.4487,5.3362,5.7922,3.8642,4.4846
4.0783,4.387,4.6092,4.871,4.7875,5.3585,5.6405,5.141,5.749,4.0104,4.387
4.253,4.4042,4.7796,4.9094,5.0388,5.5562,5.6762,5.4134,5.9026,3.8371,4.4042
4.171,4.4093,4.9248,4.9685,5.0474,5.4007,5.6748,5.3424,5.887,3.8702,4.4093
3.8412,4.3018,4.9363,4.9442,4.8197,5.2826,5.3568,5.172,5.6702,4.0747,4.3018
3.779,4.2322,4.8187,4.655,4.2401,4.9073,5.2387,4.603,5.4931,4.0882,4.2322
3.7937,4.2149,4.5187,4.5653,4.0889,4.4491,5.039,4.4359,5.2788,3.8664,4.2149
3.7037,3.7205,3.7135,4.4599,3.2736,4.05,4.8523,3.7733,5.2265,3.7978,3.7205
3.408,4.0699,3.7346,4.0375,4.3754,2.8082,2.9844,3.8105,3.9943,3.5186,4.0699
3.3478,2.9856,4.6226,4.2595,4.8482,5.1086,5.2481,4.9373,5.3095,3.2071,2.9856
3.1445,3.6062,3.5618,4.4477,4.5994,5.0198,4.9762,4.3099,5.1763,3.7654,3.6062
2.7794,3.7644,4.7076,4.0082,4.6927,4.3994,3.5285,3.3048,4.3294,3.1282,3.7644
3.6432,3.99,4.3272,4.32,4.7758,4.8082,4.6339,4.5938,4.3397,2.9642,3.99
2.9004,3.1567,3.4342,4.2912,3.8782,3.9115,4.3901,4.1822,4.8876,3.4128,3.1567
3.0643,3.5669,3.3271,4.205,4.188,4.3207,4.7645,4.4938,5.399,3.6943,3.5669
2.8358,4.1122,3.8856,4.1935,4.165,4.9896,5.4408,4.9243,5.7962,3.5333,4.1122
2.9986,4.0954,3.2722,4.4628,4.145,5.0928,5.3189,5.1821,5.6906,3.3871,4.0954
3.6473,4.1114,3.9593,4.332,4.279,4.9222,5.2476,5.1245,5.5925,3.5465,4.1114
3.4939,3.8527,4.3714,4.5763,4.5161,4.7705,5.2126,5.1857,5.4559,3.4882,3.8527
3.4462,3.8491,4.2857,4.4215,4.4755,4.9771,5.2771,5.0575,5.4077,3.5669,3.8491
3.4565,3.5837,4.171,4.5883,4.4938,5.0218,5.1881,5.1439,5.485,3.4082,3.5837
3.1178,3.7102,4.0366,4.5151,4.5917,4.8518,5.184,5.0618,5.4377,3.6588,3.7102
3.5484,4.0692,4.0054,4.2113,4.2574,4.1028,4.8475,5.0354,5.3431,3.2426,4.0692
3.8124,4.1273,4.4088,4.3716,4.5355,4.6138,4.8648,5.0978,5.3918,3.6113,4.1273
3.7992,4.1878,4.403,4.3769,4.5804,4.4532,4.7602,4.8312,5.3851,3.558,4.1878
3.8081,4.1806,4.5305,4.5986,4.7258,5.0909,5.1158,4.8552,5.3808,3.551,4.1806
3.9322,4.2408,4.3649,4.8293,4.3243,4.8494,5.1091,4.9147,5.3191,3.8628,4.2408
4.0694,2.2442,1.6373,4.6162,2.609,4.2098,5.058,5.0081,5.3695,3.8213,2.2442
1.4126,2.3227,2.9609,4.2065,2.568,2.9722,4.6356,4.5578,5.3494,3.929,2.3227
2.7758,3.9528,4.6078,4.5168,4.8557,4.7935,4.4143,4.6915,5.2618,1.6157,3.9528
3.4735,4.1474,4.6598,4.2497,4.8432,5.1874,5.1262,4.8098,5.4535,3.2434,4.1474
3.2191,3.7723,3.7524,4.5043,3.9494,4.3886,4.7239,5.0215,5.4192,3.8153,3.7723
3.2302,3.0228,3.2446,4.1957,3.5794,4.8053,5.1307,5.1091,5.2992,3.9346,3.0228
3.6955,4.1789,3.1829,4.2658,3.4034,4.7933,5.2421,5.1403,5.5294,3.7022,4.1789
3.8304,4.1657,3.4538,3.3691,2.982,4.669,5.2874,5.2176,5.586,3.0106,4.1657
4.0015,4.2674,4.4705,4.0805,4.6114,4.9608,5.1773,4.914,5.6218,3.2374,4.2674
3.4529,4.2211,3.9326,4.3805,4.3286,4.998,4.9538,5.2008,5.7113,3.2642,4.2211
3.4327,4.3958,4.6632,4.3514,3.4766,4.6152,5.2022,5.1324,5.6647,3.6562,4.3958
3.8042,4.4906,4.9666,3.9024,4.4952,3.7654,4.404,5.0412,5.5123,3.606,4.4906
3.9842,4.488,5.0105,4.2283,4.9802,3.4558,4.3613,4.7064,5.1799,3.3048,4.488
3.5534,4.176,4.7182,4.4933,4.8888,4.3975,4.1227,4.728,5.1137,3.9737,4.176
4.086,4.3423,4.0646,4.3742,4.3867,4.3932,4.6402,4.9279,4.0039,3.4534,4.3423
4.0387,4.0762,3.5251,4.3404,2.6206,3.3043,4.7083,4.7731,5.2507,3.875,4.0762
3.2482,3.9127,3.4908,3.5498,4.0102,4.703,5.5536,5.2373,5.5474,2.8051,3.9127
3.2278,4.2012,4.1878,4.0051,3.7738,3.4356,5.2426,5.2891,5.5968,2.9494,4.2012
4.0234,4.5341,5.0213,3.2575,4.8756,3.4145,2.2668,4.2286,5.4223,2.0731,4.5341
4.2156,4.2953,4.5602,3.1123,5.0165,3.5042,3.571,2.7266,3.8542,3.839,4.2953
0.864,2.2272,3.3048,0.785,4.8418,2.7629,2.3052,3.3406,4.6006,0.6384,2.2272
2.8051,2.4715,4.9325,4.2715,5.3033,4.5523,3.9998,2.8884,4.8151,1.9349,2.4715
4.2122,4.0423,5.0078,3.2659,5.2865,4.0805,3.7354,4.65,4.9632,4.0162,4.0423
4.4117,4.548,2.8591,1.8377,5.285,4.5835,3.5772,3.6886,3.9494,3.6202,4.548
4.4854,4.6114,2.531,3.1236,4.6066,3.2818,3.5681,4.8002,3.5969,4.2324,4.6114
4.3519,4.6802,3.5885,4.0205,4.1088,3.5503,3.5777,5.2658,3.2683,4.1899,4.6802
3.4032,4.7614,2.5452,3.7709,3.1373,3.5378,4.1443,5.2356,2.7274,4.3385,4.7614
3.5189,3.9814,3.7142,2.8481,3.3763,4.9783,5.5694,5.1314,4.5655,3.3058,3.9814
1.9958,4.8485,4.5823,4.4525,2.5949,5.303,5.9551,5.532,6.0516,0.9931,4.8485
3.6967,4.7837,5.0184,4.968,5.0393,5.3813,5.9318,5.4182,6.1291,2.0995,4.7837
4.1042,4.386,5.3578,4.3207,5.2306,5.687,5.8848,5.4854,6.0996,2.016,4.386
2.2867,4.6898,4.8598,4.3882,5.1062,5.6436,5.9227,5.6957,6.1051,3.9127,4.6898
3.9948,4.6716,4.6279,4.734,5.0856,5.4629,6.0204,5.591,6.1752,3.3089,4.6716
3.7613,4.7412,5.3465,5.07,5.3832,5.5961,5.7425,5.568,6.072,3.2916,4.7412
3.4327,4.2806,5.4806,5.0033,5.6354,5.4691,5.0064,4.4102,6.0336,2.003,4.2806
4.0757,3.93,4.3896,5.2622,5.6446,5.7518,5.6496,4.973,6.0396,4.529,3.93
4.9529,4.5756,5.3482,5.1941,5.6268,6.0156,5.9666,5.8085,5.9357,3.9084,4.5756
4.1974,4.5065,4.7534,5.3059,5.5678,5.6186,5.0774,5.5056,5.478,4.7873,4.5065
1.998,4.2238,5.154,5.309,5.2625,5.2798,5.1794,5.1516,5.8548,4.1086,4.2238
3.8945,4.1335,5.2428,4.9606,5.3508,5.5819,5.7365,5.6167,6.1577,3.0514,4.1335
4.0032,4.8307,5.1554,5.1041,5.3573,5.7209,6.0163,5.7924,6.3314,4.2804,4.8307
1.7921,4.1693,3.8004,4.2866,5.4197,5.9796,6.2287,6.2383,6.4562,4.1844,4.1693
5.257,5.2483,5.6112,5.2682,5.7204,5.9333,6.3756,6.2378,6.487,3.019,5.2483
4.2182,3.7073,5.1782,5.2202,5.8594,6.2347,6.3353,6,6.3732,4.5715,3.7073
3.9079,4.8408,4.7179,5.2906,5.5918,5.9621,6.3746,5.9081,6.5424,2.3592,4.8408
5.2764,5.2826,5.905,5.8886,6.0461,6.2268,6.3288,5.6246,6.1231,4.8298,5.2826
5.2236,5.5829,5.8534,5.7242,6.007,6.0036,6.3238,5.9988,5.9966,5.005,5.5829
5.297,5.5613,6.0307,5.323,5.9575,6.1402,5.7082,5.627,6.1891,4.9075,5.5613
4.721,4.9759,5.9198,5.7878,6.2201,6.5366,6.6466,6.3043,6.4138,5.0112,4.9759
3.719,5.0647,5.5807,5.5289,5.813,6.391,6.4872,6.2045,6.5218,4.524,5.0647
5.2622,5.4631,6.1166,5.5925,6.1378,6.4673,6.3941,6.0996,6.4063,4.4198,5.4631
5.2015,5.7799,5.7881,5.6198,5.941,6.2198,6.2311,6.0787,6.4433,4.7796,5.7799
5.2063,5.8776,5.2946,6.0439,5.1115,5.3906,6.1985,5.9815,6.3955,5.3148,5.8776
4.6157,5.5284,5.6515,5.6822,5.7989,6.2194,6.2719,5.9162,6.515,5.2363,5.5284
4.307,5.682,6.1262,5.423,5.9249,6.1392,6.1594,5.6621,6.4673,3.8976,5.682
5.3654,5.8834,5.4634,5.4113,5.8044,6.1284,6.2777,5.6626,6.4438,5.1324,5.8834
5.1086,5.9633,4.7045,5.19,5.6753,6.0293,6.3418,6.1246,6.6523,4.8343,5.9633
5.7247,4.7998,3.767,5.1929,5.7998,5.9446,6.4594,5.7857,6.8186,4.1566,4.7998
5.111,5.8958,4.3572,5.5294,5.7226,6.493,6.7462,6.4944,6.9089,3.8052,5.8958
4.8773,5.8082,4.8034,5.7254,6.023,6.5105,6.756,6.3456,6.9216,2.91,5.8082
5.7041,5.9206,5.3942,5.7252,6.0019,6.4474,6.7061,6.113,6.8599,4.3678,5.9206
5.3647,6.2196,5.5834,5.7766,6.2026,6.5167,6.3403,5.1785,6.9197,2.171,6.2196
5.8529,5.9755,5.3606,5.4662,6.5318,6.6991,6.5093,6.1188,6.8258,3.931,5.9755
6.0283,6.0283,5.6856,5.9386,6.0679,6.4896,6.4171,5.9842,6.6936,5.2454,6.0283
5.9376,6.2969,6.1075,6.0766,6.0672,6.5134,6.5405,6.3866,6.5162,5.4432,6.2969
5.9628,6.3938,5.0309,5.832,5.6962,6.3746,6.6506,6.2081,6.3461,5.387,6.3938
6.0331,6.3559,5.8958,5.6542,5.6417,5.903,6.6869,6.0576,6.7284,4.9877,6.3559
5.8361,6.4068,6.054,5.7749,6.1094,6.0636,5.3131,5.2176,5.6088,5.1622,6.4068
5.118,6.1615,5.6839,6.2158,5.544,4.9085,4.4568,4.5658,6.0859,5.1598,6.1615
5.9414,6.5364,5.9724,4.8204,5.1518,6.0826,6.5935,6.6538,6.8964,3.8729,6.5364
6.2938,6.432,6.5674,6.1447,5.6182,6.4066,6.7459,6.4586,6.9768,5.2162,6.432
5.8418,6.3192,6.2549,6.2122,5.9501,6.4058,6.7728,6.42,6.8069,3.9511,6.3192
5.8622,6.5923,6.9067,5.1972,5.3234,4.1722,6.4152,5.4156,6.6487,3.7582,6.5923
2.6767,6.2424,6.989,5.309,6.2606,4.7294,6.078,5.1454,6.3089,3.4248,6.2424
5.8462,6.3348,7.0884,3.936,7.1959,5.5524,4.9339,3.4661,5.172,3.0466,6.3348
6.5971,7.0044,6.8026,5.4511,6.6636,5.1862,4.8941,4.9956,5.4782,3.8131,7.0044
6.6233,7.0625,4.8314,5.2058,3.6158,3.2537,3.2614,3.096,4.9128,4.4064,7.0625
6.9758,7.1042,4.2101,4.1954,3.4294,2.9162,3.6859,2.7142,5.4523,4.1162,7.1042
6.7886,6.912,3.6989,5.285,5.8373,3.3847,3.7658,3.9725,5.8243,4.2394,6.912
6.905,6.8849,6.3079,5.8949,6.1123,6.1195,4.7698,4.4753,6.1562,3.4774,6.8849
6.1214,6.5736,6.8225,7.0207,6.4241,6.2786,6.162,5.8442,5.8478,6.1154,6.5736
5.8474,6.4994,7.0042,7.3214,6.8846,7.2437,7.2019,6.7656,7.2862,6.1766,6.4994
5.2207,4.7906,6.9134,7.3812,6.9374,7.3469,7.4611,7.0843,7.6913,6.3718,4.7906
6.2825,6.9094,6.9125,7.261,7.0428,7.4914,7.5874,7.3404,7.6738,6.1639,6.9094
6.8558,7.3291,7.3267,7.0138,7.1657,7.5595,7.601,7.2775,7.5871,5.6906,7.3291
6.1202,6.9283,7.3553,6.6302,7.3702,7.8408,7.5067,7.1383,7.5888,5.7458,6.9283
5.531,6.5179,7.3546,7.0291,7.2125,7.6193,7.5905,7.0898,7.5312,5.8625,6.5179
7.231,7.3752,7.6704,6.9175,7.5276,7.5415,7.4405,6.8693,7.1837,4.6349,7.3752
7.1218,7.5444,6.6838,6.2268,6.5921,6.2222,6.2206,5.3839,5.2795,6.2342,7.5444
7.2521,7.3601,6.5611,5.3621,6.7726,6.7774,6.2405,5.4792,5.7317,5.6597,7.3601
7.1479,7.4849,7.1359,5.3179,7.254,6.965,6.7798,5.9045,6.4766,4.4842,7.4849
7.0548,7.3762,6.7591,6.1891,6.5815,6.9806,6.7963,6.1452,7.0826,5.64,7.3762
6.7867,7.1873,5.7511,4.7155,6.4152,6.3559,6.8124,6.433,7.0738,5.0894,7.1873
5.4876,6.3101,5.5363,5.3515,6.4567,6.619,6.786,6.5563,7.0111,5.387,6.3101
5.3568,6.0058,6.5734,6.4111,6.7541,7.1237,7.4508,7.0219,7.6488,4.4734,6.0058
5.7382,6.6934,6.3468,5.5764,6.7003,7.248,7.3433,7.0234,7.673,4.0354,6.6934
5.8817,7.2382,6.8842,6.0799,6.7243,7.3872,7.8029,7.549,7.9006,2.5891,7.2382
6.2964,5.7094,7.6673,4.943,6.6142,6.3091,7.8202,7.4386,8.0273,2.813,5.7094
7.5682,7.614,7.7774,6.2054,7.8235,6.5678,7.5305,7.1767,7.5463,3.4337,7.614
7.0906,7.6066,7.9392,6.2443,7.74,7.2838,7.1062,6.9487,7.3586,4.9718,7.6066
6.9994,7.4174,7.547,7.1311,7.5691,7.1762,7.1945,6.8513,6.9636,4.8962,7.4174
7.3315,7.5511,7.1724,7.0726,7.1966,6.7531,6.8016,6.8429,7.1042,6.1454,7.5511
7.3128,7.6978,6.57,5.1389,4.4832,6.305,7.0066,6.7848,7.1273,2.635,7.6978
7.5053,7.8588,7.9553,5.0518,5.951,7.212,7.4143,6.527,7.3142,4.9517,7.8588
7.1942,7.6514,7.9303,6.252,6.8275,6.852,7.3538,6.6802,6.9252,4.6728,7.6514
8.0479,7.9639,6.1567,6.3617,6.6048,6.8726,7.325,6.5993,7.2926,4.0234,7.9639
7.6577,7.4371,2.7386,5.6076,6.6276,7.0294,6.755,7.0315,7.0032,3.6257,7.4371
6.1524,6.552,5.5507,5.9822,6.329,7.0992,7.0512,6.317,6.9094,1.4597,6.552
6.2659,5.772,5.13,5.6076,7.1782,7.0807,6.3814,6.7651,6.8765,5.6136,5.772
6.6314,7.0169,5.4703,5.809,6.9324,7.1035,6.7553,6.6905,7.4546,4.1849,7.0169
7.2602,6.8626,5.8234,4.7364,7.1146,7.1318,7.4095,7.4018,7.6447,6.8414,6.8626
4.4129,5.9059,5.6122,7.2703,7.1602,7.1549,7.476,7.4057,7.5374,6.9931,5.9059
6.8381,7.3822,7.279,6.8753,7.5161,7.295,7.2473,6.7606,7.7098,6.9288,7.3822
6.5297,7.5542,5.7547,7.1359,7.428,5.9076,7.1069,7.2847,7.4849,6.5585,7.5542
7.5542,8.081,7.4602,6.9874,7.2374,7.9229,7.091,5.0558,5.682,5.0395,8.081
7.4786,8.1761,6.8239,7.3354,7.5199,7.9841,7.3903,6.8618,6.7457,5.7542,8.1761
6.8474,8.2111,7.5744,7.1808,7.4474,7.643,7.7155,7.38,7.0838,5.7271,8.2111
7.2677,8.1382,8.3926,6.69,8.081,7.7374,7.211,7.4578,7.2965,5.431,8.1382
7.6169,8.1977,8.1761,7.6918,8.1324,7.8631,7.327,7.3342,7.6442,5.621,8.1977
7.338,7.0315,8.1017,7.6162,8.0467,8.2498,7.6879,7.4856,7.7342,6.8314,7.0315
6.9235,6.7954,8.011,6.9358,7.6714,7.7839,7.2646,7.4078,7.4261,7.0944,6.7954
3.5957,6.6379,7.355,7.1978,7.4978,7.8338,7.5103,7.6586,7.6109,5.395,6.6379
6.2726,7.062,7.9138,6.3902,7.283,7.5389,7.3409,7.6613,7.735,5.3345,7.062
7.9198,8.3136,8.3318,6.8537,8.2778,7.3387,7.1542,7.0375,6.9617,4.4054,8.3136
7.5677,7.8636,5.647,6.6041,7.1729,7.0735,7.0985,7.1923,7.3162,4.7174,7.8636
7.913,8.0738,7.038,6.9096,6.3226,7.1086,6.961,7.1532,6.8966,6.9857,8.0738
7.285,7.6894,8.0981,6.7217,7.6956,7.332,6.474,6.6329,7.2103,5.3758,7.6894
6.8203,6.4385,7.68,8.1403,7.6337,7.2319,5.8901,6.6902,7.0699,6.9562,6.4385
6.2702,6.7937,7.416,7.957,7.0745,6.7942,7.0356,6.7975,7.2269,6.847,6.7937
7.6426,8.4274,7.3682,7.8478,7.0361,6.7121,7.031,6.9372,7.6123,6.8712,8.4274
7.6858,8.2891,7.7561,7.8014,7.164,6.6766,7.0399,7.0963,7.8562,6.3146,8.2891
8.1226,8.5457,8.1252,7.6874,7.5835,6.9634,7.5703,7.1335,8.0179,5.772,8.5457
7.6063,8.4343,8.1048,7.8202,7.5298,6.9391,7.6452,7.1669,8.075,6.2162,8.4343
8.2034,8.5135,7.6207,7.6867,7.8142,6.9972,7.2727,6.9326,7.3884,6.6228,8.5135
8.0429,7.0987,6.7517,7.8535,7.4808,7.596,7.2967,7.0668,7.8768,6.2131,7.0987
7.5396,8.5006,6.2887,7.6913,7.289,7.6946,7.7189,7.2473,7.9853,6.6365,8.5006
8.0942,8.4206,7.6654,7.3162,6.6737,6.9,7.5761,7.1311,7.8209,6.1771,8.4206
8.3748,8.6062,8.3566,7.8002,7.6154,6.311,7.47,7.0361,7.7856,5.7758,8.6062
6.2119,8.5075,8.0354,7.4974,7.5559,6.7975,7.6687,6.985,7.8715,6.7992,8.5075
7.3764,8.3935,7.3634,7.7542,6.0953,6.377,7.5058,7.0462,8.0472,7.0068,8.3935
7.8965,8.5685,7.6145,7.8806,7.3502,7.219,7.5094,6.5861,7.8684,6.9266,8.5685
7.6037,8.6124,7.6493,7.5595,7.4954,7.6121,6.7915,5.9813,7.9812,6.6658,8.6124
7.9006,8.4571,7.4424,7.2965,7.3589,7.2646,6.7198,7.0625,7.4146,6.8892,8.4571
8.2114,8.2793,4.3594,6.8059,6.4474,5.8572,5.0179,6.21,6.025,6.6029,8.2793
7.9294,8.0532,5.9515,6.9758,5.5858,6.3384,5.4674,6.6463,7.2794,6.5155,8.0532
7.6375,8.2238,7.7237,5.6482,6.4867,5.3657,5.7658,6.4306,7.2886,6.1615,8.2238
8.0309,8.2812,8.0506,4.5118,7.4249,5.8594,6.3749,7.1371,6.6432,5.9081,8.2812
8.0474,8.4079,8.2598,6.9204,7.7062,7.181,4.8115,4.5506,6.8011,6.7529,8.4079
8.171,8.4398,8.0909,7.1755,8.1466,7.7359,6.6406,6.7925,5.8678,6.8537,8.4398
8.0018,8.3105,8.063,7.6879,8.0237,7.8118,6.8424,6.7961,5.9942,7.0037,8.3105
7.8845,7.6944,7.5838,7.842,7.657,6.588,6.5352,6.7217,7.3543,7.2838,7.6944
6.5426,8.4778,7.6296,8.3081,7.3502,5.9338,5.8687,6.3233,7.5811,7.4645,8.4778
7.17,8.5346,7.6301,8.2375,6.241,7.1006,7.3543,6.905,7.9375,7.2439,8.5346
6.487,8.4132,7.3846,8.3722,7.5336,7.8113,7.8122,7.1474,7.9714,7.0452,8.4132
7.603,8.7674,8.0688,7.8218,7.6807,7.9404,7.7911,6.7838,7.6999,7.0325,8.7674
8.3035,8.8538,8.0304,7.8804,7.8499,7.9114,7.2691,6.8998,7.8444,7.2595,8.8538
